Region ,Year,Month,Index,Change from Corresponding Quarter of Previous Year (%),Change from Previous Period (%) 
Sydney,1949,Sep,4.0,8.1,2.6
Sydney,1949,Dec,4.1,10.8,2.5
Sydney,1950,Mar,4.1,5.1,0.0
Sydney,1950,Jun,4.3,10.3,4.9
Sydney,1950,Sep,4.4,10.0,2.3
Sydney,1950,Dec,4.6,12.2,4.5
Sydney,1951,Mar,4.7,14.6,2.2
Sydney,1951,Jun,5.1,18.6,8.5
Sydney,1951,Sep,5.4,22.7,5.9
Sydney,1951,Dec,5.7,23.9,5.6
Sydney,1952,Mar,5.9,25.5,3.5
Sydney,1952,Jun,6.1,19.6,3.4
Sydney,1952,Sep,6.2,14.8,1.6
Sydney,1952,Dec,6.3,10.5,1.6
Sydney,1953,Mar,6.3,6.8,0.0
Sydney,1953,Jun,6.4,4.9,1.6
Sydney,1953,Sep,6.4,3.2,0.0
Sydney,1953,Dec,6.4,1.6,0.0
Sydney,1954,Mar,6.4,1.6,0.0
Sydney,1954,Jun,6.4,0.0,0.0
Sydney,1954,Sep,6.4,0.0,0.0
Sydney,1954,Dec,6.4,0.0,0.0
Sydney,1955,Mar,6.5,1.6,1.6
Sydney,1955,Jun,6.5,1.6,0.0
Sydney,1955,Sep,6.5,1.6,0.0
Sydney,1955,Dec,6.6,3.1,1.5
Sydney,1956,Mar,6.6,1.5,0.0
Sydney,1956,Jun,6.9,6.2,4.5
Sydney,1956,Sep,7.1,9.2,2.9
Sydney,1956,Dec,7.1,7.6,0.0
Sydney,1957,Mar,7.1,7.6,0.0
Sydney,1957,Jun,7.1,2.9,0.0
Sydney,1957,Sep,7.2,1.4,1.4
Sydney,1957,Dec,7.2,1.4,0.0
Sydney,1958,Mar,7.3,2.8,1.4
Sydney,1958,Jun,7.3,2.8,0.0
Sydney,1958,Sep,7.2,0.0,-1.4
Sydney,1958,Dec,7.3,1.4,1.4
Sydney,1959,Mar,7.3,0.0,0.0
Sydney,1959,Jun,7.3,0.0,0.0
Sydney,1959,Sep,7.3,1.4,0.0
Sydney,1959,Dec,7.4,1.4,1.4
Sydney,1960,Mar,7.4,1.4,0.0
Sydney,1960,Jun,7.5,2.7,1.4
Sydney,1960,Sep,7.6,4.1,1.3
Sydney,1960,Dec,7.7,4.1,1.3
Sydney,1961,Mar,7.7,4.1,0.0
Sydney,1961,Jun,7.8,4.0,1.3
Sydney,1961,Sep,7.7,1.3,-1.3
Sydney,1961,Dec,7.7,0.0,0.0
Sydney,1962,Mar,7.7,0.0,0.0
Sydney,1962,Jun,7.7,-1.3,0.0
Sydney,1962,Sep,7.7,0.0,0.0
Sydney,1962,Dec,7.8,1.3,1.3
Sydney,1963,Mar,7.8,1.3,0.0
Sydney,1963,Jun,7.8,1.3,0.0
Sydney,1963,Sep,7.8,1.3,0.0
Sydney,1963,Dec,7.8,0.0,0.0
Sydney,1964,Mar,7.8,0.0,0.0
Sydney,1964,Jun,7.9,1.3,1.3
Sydney,1964,Sep,8.0,2.6,1.3
Sydney,1964,Dec,8.1,3.8,1.3
Sydney,1965,Mar,8.1,3.8,0.0
Sydney,1965,Jun,8.2,3.8,1.2
Sydney,1965,Sep,8.3,3.8,1.2
Sydney,1965,Dec,8.4,3.7,1.2
Sydney,1966,Mar,8.4,3.7,0.0
Sydney,1966,Jun,8.4,2.4,0.0
Sydney,1966,Sep,8.5,2.4,1.2
Sydney,1966,Dec,8.5,1.2,0.0
Sydney,1967,Mar,8.6,2.4,1.2
Sydney,1967,Jun,8.7,3.6,1.2
Sydney,1967,Sep,8.8,3.5,1.1
Sydney,1967,Dec,8.8,3.5,0.0
Sydney,1968,Mar,8.9,3.5,1.1
Sydney,1968,Jun,8.9,2.3,0.0
Sydney,1968,Sep,8.9,1.1,0.0
Sydney,1968,Dec,9.1,3.4,2.2
Sydney,1969,Mar,9.2,3.4,1.1
Sydney,1969,Jun,9.2,3.4,0.0
Sydney,1969,Sep,9.3,4.5,1.1
Sydney,1969,Dec,9.4,3.3,1.1
Sydney,1970,Mar,9.5,3.3,1.1
Sydney,1970,Jun,9.7,5.4,2.1
Sydney,1970,Sep,9.7,4.3,0.0
Sydney,1970,Dec,9.9,5.3,2.1
Sydney,1971,Mar,10.1,6.3,2.0
Sydney,1971,Jun,10.3,6.2,2.0
Sydney,1971,Sep,10.6,9.3,2.9
Sydney,1971,Dec,10.8,9.1,1.9
Sydney,1972,Mar,10.9,7.9,0.9
Sydney,1972,Jun,11.1,7.8,1.8
Sydney,1972,Sep,11.2,5.7,0.9
Sydney,1972,Dec,11.3,4.6,0.9
Sydney,1973,Mar,11.6,6.4,2.7
Sydney,1973,Jun,11.9,7.2,2.6
Sydney,1973,Sep,12.3,9.8,3.4
Sydney,1973,Dec,12.8,13.3,4.1
Sydney,1974,Mar,13.1,12.9,2.3
Sydney,1974,Jun,13.6,14.3,3.8
Sydney,1974,Sep,14.4,17.1,5.9
Sydney,1974,Dec,14.9,16.4,3.5
Sydney,1975,Mar,15.3,16.8,2.7
Sydney,1975,Jun,15.9,16.9,3.9
Sydney,1975,Sep,16.1,11.8,1.3
Sydney,1975,Dec,16.9,13.4,5.0
Sydney,1976,Mar,17.4,13.7,3.0
Sydney,1976,Jun,17.8,11.9,2.3
Sydney,1976,Sep,18.1,12.4,1.7
Sydney,1976,Dec,19.1,13.0,5.5
Sydney,1977,Mar,19.5,12.1,2.1
Sydney,1977,Jun,19.9,11.8,2.1
Sydney,1977,Sep,20.3,12.2,2.0
Sydney,1977,Dec,20.7,8.4,2.0
Sydney,1978,Mar,21.0,7.7,1.4
Sydney,1978,Jun,21.4,7.5,1.9
Sydney,1978,Sep,21.9,7.9,2.3
Sydney,1978,Dec,22.4,8.2,2.3
Sydney,1979,Mar,22.8,8.6,1.8
Sydney,1979,Jun,23.5,9.8,3.1
Sydney,1979,Sep,24.1,10.0,2.6
Sydney,1979,Dec,24.7,10.3,2.5
Sydney,1980,Mar,25.4,11.4,2.8
Sydney,1980,Jun,26.1,11.1,2.8
Sydney,1980,Sep,26.6,10.4,1.9
Sydney,1980,Dec,27.1,9.7,1.9
Sydney,1981,Mar,27.9,9.8,3.0
Sydney,1981,Jun,28.4,8.8,1.8
Sydney,1981,Sep,28.9,8.6,1.8
Sydney,1981,Dec,30.1,11.1,4.2
Sydney,1982,Mar,30.7,10.0,2.0
Sydney,1982,Jun,31.6,11.3,2.9
Sydney,1982,Sep,32.7,13.1,3.5
Sydney,1982,Dec,33.7,12.0,3.1
Sydney,1983,Mar,34.4,12.1,2.1
Sydney,1983,Jun,35.1,11.1,2.0
Sydney,1983,Sep,35.5,8.6,1.1
Sydney,1983,Dec,36.2,7.4,2.0
Sydney,1984,Mar,36.1,4.9,-0.3
Sydney,1984,Jun,36.1,2.8,0.0
Sydney,1984,Sep,36.5,2.8,1.1
Sydney,1984,Dec,37.1,2.5,1.6
Sydney,1985,Mar,37.6,4.2,1.3
Sydney,1985,Jun,38.4,6.4,2.1
Sydney,1985,Sep,39.3,7.7,2.3
Sydney,1985,Dec,40.2,8.4,2.3
Sydney,1986,Mar,41.1,9.3,2.2
Sydney,1986,Jun,41.8,8.9,1.7
Sydney,1986,Sep,42.8,8.9,2.4
Sydney,1986,Dec,44.1,9.7,3.0
Sydney,1987,Mar,45.0,9.5,2.0
Sydney,1987,Jun,45.7,9.3,1.6
Sydney,1987,Sep,46.5,8.6,1.8
Sydney,1987,Dec,47.2,7.0,1.5
Sydney,1988,Mar,48.3,7.3,2.3
Sydney,1988,Jun,49.0,7.2,1.4
Sydney,1988,Sep,50.3,8.2,2.7
Sydney,1988,Dec,51.6,9.3,2.6
Sydney,1989,Mar,51.7,7.0,0.2
Sydney,1989,Jun,52.9,8.0,2.3
Sydney,1989,Sep,54.4,8.2,2.8
Sydney,1989,Dec,55.4,7.4,1.8
Sydney,1990,Mar,56.3,8.9,1.6
Sydney,1990,Jun,57.2,8.1,1.6
Sydney,1990,Sep,57.6,5.9,0.7
Sydney,1990,Dec,58.9,6.3,2.3
Sydney,1991,Mar,59.0,4.8,0.2
Sydney,1991,Jun,58.9,3.0,-0.2
Sydney,1991,Sep,59.2,2.8,0.5
Sydney,1991,Dec,59.8,1.5,1.0
Sydney,1992,Mar,59.8,1.4,0.0
Sydney,1992,Jun,59.5,1.0,-0.5
Sydney,1992,Sep,59.7,0.8,0.3
Sydney,1992,Dec,60.0,0.3,0.5
Sydney,1993,Mar,60.4,1.0,0.7
Sydney,1993,Jun,60.5,1.7,0.2
Sydney,1993,Sep,60.7,1.7,0.3
Sydney,1993,Dec,60.8,1.3,0.2
Sydney,1994,Mar,60.9,0.8,0.2
Sydney,1994,Jun,61.4,1.5,0.8
Sydney,1994,Sep,62.0,2.1,1.0
Sydney,1994,Dec,62.4,2.6,0.6
Sydney,1995,Mar,63.5,4.3,1.8
Sydney,1995,Jun,64.4,4.9,1.4
Sydney,1995,Sep,65.5,5.6,1.7
Sydney,1995,Dec,66.1,5.9,0.9
Sydney,1996,Mar,66.5,4.7,0.6
Sydney,1996,Jun,67.0,4.0,0.8
Sydney,1996,Sep,67.1,2.4,0.1
Sydney,1996,Dec,67.2,1.7,0.1
Sydney,1997,Mar,67.3,1.2,0.1
Sydney,1997,Jun,67.1,0.1,-0.3
Sydney,1997,Sep,66.9,-0.3,-0.3
Sydney,1997,Dec,67.1,-0.1,0.3
Sydney,1998,Mar,67.4,0.1,0.4
Sydney,1998,Jun,67.8,1.0,0.6
Sydney,1998,Sep,68.0,1.6,0.3
Sydney,1998,Dec,68.4,1.9,0.6
Sydney,1999,Mar,68.4,1.5,0.0
Sydney,1999,Jun,68.7,1.3,0.4
Sydney,1999,Sep,69.3,1.9,0.9
Sydney,1999,Dec,69.7,1.9,0.6
Sydney,2000,Mar,70.3,2.8,0.9
Sydney,2000,Jun,70.9,3.2,0.9
Sydney,2000,Sep,73.5,6.1,3.7
Sydney,2000,Dec,73.8,5.9,0.4
Sydney,2001,Mar,74.8,6.4,1.4
Sydney,2001,Jun,75.4,6.3,0.8
Sydney,2001,Sep,75.6,2.9,0.3
Sydney,2001,Dec,76.3,3.4,0.9
Sydney,2002,Mar,77.0,2.9,0.9
Sydney,2002,Jun,77.5,2.8,0.6
Sydney,2002,Sep,77.9,3.0,0.5
Sydney,2002,Dec,78.4,2.8,0.6
Sydney,2003,Mar,79.4,3.1,1.3
Sydney,2003,Jun,79.4,2.5,0.0
Sydney,2003,Sep,79.5,2.1,0.1
Sydney,2003,Dec,80.2,2.3,0.9
Sydney,2004,Mar,80.9,1.9,0.9
Sydney,2004,Jun,81.2,2.3,0.4
Sydney,2004,Sep,81.6,2.6,0.5
Sydney,2004,Dec,82.3,2.6,0.9
Sydney,2005,Mar,82.7,2.2,0.5
Sydney,2005,Jun,83.2,2.5,0.6
Sydney,2005,Sep,84.0,2.9,1.0
Sydney,2005,Dec,84.3,2.4,0.4
Sydney,2006,Mar,85.0,2.8,0.8
Sydney,2006,Jun,86.4,3.8,1.6
Sydney,2006,Sep,87.2,3.8,0.9
Sydney,2006,Dec,87.0,3.2,-0.2
Sydney,2007,Mar,86.9,2.2,-0.1
Sydney,2007,Jun,87.9,1.7,1.2
Sydney,2007,Sep,88.3,1.3,0.5
Sydney,2007,Dec,89.1,2.4,0.9
Sydney,2008,Mar,90.3,3.9,1.3
Sydney,2008,Jun,91.7,4.3,1.6
Sydney,2008,Sep,92.7,5.0,1.1
Sydney,2008,Dec,92.4,3.7,-0.3
Sydney,2009,Mar,92.5,2.4,0.1
Sydney,2009,Jun,92.9,1.3,0.4
Sydney,2009,Sep,93.9,1.3,1.1
Sydney,2009,Dec,94.4,2.2,0.5
Sydney,2010,Mar,95.2,2.9,0.8
Sydney,2010,Jun,95.6,2.9,0.4
Sydney,2010,Sep,96.3,2.6,0.7
Sydney,2010,Dec,96.7,2.4,0.4
Sydney,2011,Mar,98.2,3.2,1.6
Sydney,2011,Jun,99.2,3.8,1.0
Sydney,2011,Sep,99.9,3.7,0.7
Sydney,2011,Dec,99.8,3.2,-0.1
Sydney,2012,Mar,99.9,1.7,0.1
Sydney,2012,Jun,100.5,1.3,0.6
Sydney,2012,Sep,102.2,2.3,1.7
Sydney,2012,Dec,102.3,2.5,0.1
Sydney,2013,Mar,102.7,2.8,0.4
Sydney,2013,Jun,103.1,2.6,0.4
Sydney,2013,Sep,104.3,2.1,1.2
Sydney,2013,Dec,105.0,2.6,0.7
Sydney,2014,Mar,105.6,2.8,0.6
Sydney,2014,Jun,106.0,2.8,0.4
Sydney,2014,Sep,106.6,2.2,0.6
Sydney,2014,Dec,106.8,1.7,0.2
Sydney,2015,Mar,107.3,1.6,0.5
Sydney,2015,Jun,108.3,2.2,0.9
Sydney,2015,Sep,108.6,1.9,0.3
Sydney,2015,Dec,108.9,2.0,0.3
Sydney,2016,Mar,108.7,1.3,-0.2
Sydney,2016,Jun,109.3,0.9,0.6
Sydney,2016,Sep,110.4,1.7,1.0
Sydney,2016,Dec,110.9,1.8,0.5
Sydney,2017,Mar,111.3,2.4,0.4
Sydney,2017,Jun,111.7,2.2,0.4
Sydney,2017,Sep,112.5,1.9,0.7
Sydney,2017,Dec,113.3,2.2,0.7
Sydney,2018,Mar,113.6,2.1,0.3
Sydney,2018,Jun,114.0,2.1,0.4
Sydney,2018,Sep,114.7,2.0,0.6
Sydney,2018,Dec,115.2,1.7,0.4
Sydney,2019,Mar,115.1,1.3,-0.1
Sydney,2019,Jun,115.9,1.7,0.7
Sydney,2019,Sep,116.5,1.6,0.5
Sydney,2019,Dec,117.1,1.6,0.5
Sydney,2020,Mar,117.4,2.0,0.3
Sydney,2020,Jun,114.7,-1.0,-2.3
Sydney,2020,Sep,116.8,0.3,1.8
Sydney,2020,Dec,118.0,0.8,1.0
Sydney,2021,Mar,118.5,0.9,0.4
Sydney,2021,Jun,119.4,4.1,0.8
Sydney,2021,Sep,120.2,2.9,0.7
Sydney,2021,Dec,121.6,3.1,1.2
Sydney,2022,Mar,123.7,4.4,1.7
Sydney,2022,Jun,125.7,5.3,1.6
Sydney,2022,Sep,128.6,7.0,2.3
Sydney,2022,Dec,130.9,7.6,1.8
